Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_A1_AOI32X0P5H7R_Y,1.2,6.550e-07,0.000e+00,9.934e-11,6.551e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_Y_XNOR2X3H7R_A_B_OAOI211X1P4H7R_Y_B0_AOI221X0P5H7R_Y_C0_NOR2X0P5H7R_Y,1.2,6.306e-07,0.000e+00,7.095e-11,6.306e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_Y_OAI22X1H7R_A1,1.2,6.264e-07,0.000e+00,1.269e-10,6.265e-07
R[2]_0__NOR4BX1P4H7R_B_Z_AOI221X4H7R_C0_B0_MUXI2X0P5H7R_Y,1.2,6.013e-07,0.000e+00,2.877e-10,6.016e-07
R[1]_2__NOR4BX2H7R_C_Y_AOI21X1P4H7R_B0_A1_MUXI2X0P5H7R_Y,1.2,6.005e-07,0.000e+00,2.877e-10,6.008e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_Y_XNOR2X3H7R_A_B_OAOI211X1P4H7R_Y_A0_NOR4X2H7R_Y_A_NOR2X0P5H7R_Y,1.2,5.987e-07,0.000e+00,6.900e-11,5.988e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A0_OR2X0P5H7R_Y,1.2,5.835e-07,0.000e+00,1.590e-10,5.837e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_A1_OAI21X0P5H7R_Y_B0_AOI21X0P5H7R_A0_Y_AOAI211X1P4H7R_B0,1.2,5.827e-07,0.000e+00,1.262e-10,5.829e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_A1_AOI21BX0P5H7R_Y_B0N_NAND4BBX0P5H7R_Y,1.2,5.803e-07,0.000e+00,1.841e-10,5.805e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_B0_AOI21X0P5H7R_Y,1.2,5.444e-07,0.000e+00,8.764e-11,5.445e-07
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_Y_OR3X1H7R_Y_C_OAI21X0P5H7R_Y_A1_AOI21X0P5H7R_Y,1.2,5.356e-07,0.000e+00,8.764e-11,5.357e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_Y_OAI2BB2X0P5H7R_A1N_B1_XNOR2X0P5H7R_Y,1.2,5.336e-07,0.000e+00,3.509e-10,5.339e-07
seg1_OAI211X1H7R_Y,1.2,5.337e-07,0.000e+00,9.140e-11,5.337e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1_C0_AOI22X0P5H7R_Y,1.2,5.327e-07,0.000e+00,1.012e-10,5.328e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_Y_MUX2X0P5H7R_A_B_NOR2X1P4H7R_Y_B_XNOR2X0P5H7R_Y,1.2,5.295e-07,0.000e+00,3.509e-10,5.298e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_Y_OAI22X1H7R_A1_B0_XNOR2X0P5H7R_Y,1.2,5.287e-07,0.000e+00,3.509e-10,5.291e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_SDFF_PN0__Q_R_$_SDFF_PN0__R_Q_NOR2X6H7R_B,1.2,5.282e-07,0.000e+00,3.691e-10,5.286e-07
out_6__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,5.261e-07,0.000e+00,5.747e-11,5.261e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y,1.2,5.253e-07,0.000e+00,1.012e-10,5.254e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1,1.2,5.242e-07,0.000e+00,1.006e-10,5.243e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_A_MUXI2X0P5H7R_Y_S0_OAI2XB1X1P4H7R_B0,1.2,5.236e-07,0.000e+00,1.967e-10,5.238e-07
pc_1__reg_p_D_NOR2X0P5H7R_Y,1.2,5.237e-07,0.000e+00,7.422e-11,5.237e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_OAOI211X0P5H7R_A1_B0_OR3X1H7R_Y,1.2,5.206e-07,0.000e+00,1.712e-10,5.208e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y,1.2,5.205e-07,0.000e+00,1.712e-10,5.206e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_OR__Y_B_$_DFF_P__Q_D_$_MUX__Y_B_$_NAND__A_Y_$_DFF_P__D_Q_BUFX7H7R_A,1.2,5.140e-07,0.000e+00,6.049e-10,5.146e-07
pc_3__BUFX7H7R_A,1.2,5.130e-07,0.000e+00,6.049e-10,5.136e-07
out_3__BUFX7H7R_A,1.2,5.125e-07,0.000e+00,6.049e-10,5.131e-07
pc_1__$_XOR__B_Y_$_MUX__A_Y_$_MUX__A_S_$_NAND__B_Y_$_AND__B_Y_$_DFF_P__D_Q_BUFX7H7R_A,1.2,5.097e-07,0.000e+00,6.049e-10,5.103e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_SDFF_PN0__Q_R_$_SDFF_PN0__R_D_$_ANDNOT__A_Y_$_OR__B_Y_$_DFF_P__D_Q_BUFX7H7R_A,1.2,5.029e-07,0.000e+00,6.049e-10,5.035e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y,1.2,4.895e-07,0.000e+00,7.977e-11,4.896e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B0_OAI211X0P7H7R_Y,1.2,4.871e-07,0.000e+00,7.977e-11,4.872e-07
seg1_OAI211X1H7R_Y_B0_OAI211X0P7H7R_B0,1.2,4.853e-07,0.000e+00,7.977e-11,4.854e-07
R[3]_0__$_MUX__B_Y_$_OR__B_Y_$_AND__B_Y_$_XOR__B_Y_$_NAND__B_Y_$_NAND__B_Y_INVX0P5H7R_Y,1.2,4.839e-07,0.000e+00,7.239e-11,4.839e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0,1.2,4.795e-07,0.000e+00,2.094e-10,4.797e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_A1_AOI33X0P5H7R_A2_Y_AOI2BB1X1P4H7R_A1N,1.2,4.773e-07,0.000e+00,2.094e-10,4.775e-07
R[1]_0__NAND2X0P5H7R_B_Y_AOI32X1H7R_A0_A1_NAND2BX1P4H7R_Y,1.2,4.750e-07,0.000e+00,1.687e-10,4.752e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y_B_NAND2X0P5H7R_B_Y_AOAI211X0P5H7R_B0,1.2,4.709e-07,0.000e+00,8.861e-11,4.710e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_Y_OAI22X1H7R_A1_B1_MUX2X0P5H7R_A_Y_OAI21X0P5H7R_A1_B0_AOAI211X0P5H7R_Y,1.2,4.689e-07,0.000e+00,8.861e-11,4.690e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_A1_OAI21X0P5H7R_Y_B0_AOI21X0P5H7R_A0_A1_AOAI211X0P5H7R_Y,1.2,4.679e-07,0.000e+00,8.861e-11,4.680e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y,1.2,4.581e-07,0.000e+00,1.747e-10,4.583e-07
seg1_OAI211X1H7R_Y_B0_NAND4BX0P5H7R_Y,1.2,4.580e-07,0.000e+00,1.118e-10,4.581e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_A1N,1.2,4.537e-07,0.000e+00,1.747e-10,4.539e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_MUX2X0P5H7R_Y,1.2,4.525e-07,0.000e+00,2.392e-10,4.527e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B,1.2,4.504e-07,0.000e+00,2.392e-10,4.506e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_Y_XNOR2X3H7R_A_B_OAOI211X1P4H7R_Y_A0_NOR4X2H7R_Y_D_NOR2X0P5H7R_Y,1.2,4.504e-07,0.000e+00,7.457e-11,4.505e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_NOR2BX3H7R_AN,1.2,4.492e-07,0.000e+00,2.845e-10,4.495e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_A1_NAND2X0P5H7R_Y,1.2,4.488e-07,0.000e+00,6.815e-11,4.489e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_Y_OAI22X1H7R_A1_B1_MUX2X0P5H7R_A,1.2,4.484e-07,0.000e+00,2.392e-10,4.486e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_OR__Y_B_$_DFF_P__Q_D_$_MUX__Y_B_$_NAND__A_Y_AOI211X1P4H7R_Y_A1_MUX2X8H7R_Y_B_NAND2X0P5H7R_B,1.2,4.483e-07,0.000e+00,6.565e-11,4.483e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_Y_MUX2X0P5H7R_A,1.2,4.457e-07,0.000e+00,2.392e-10,4.459e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_Y_B0_NOR2X0P5H7R_Y_B_NAND2BX3H7R_Y,1.2,4.420e-07,0.000e+00,2.523e-10,4.422e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_A1_AOI21BX0P5H7R_Y,1.2,4.419e-07,0.000e+00,1.624e-10,4.421e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_A1_NOR3BX0P5H7R_Y,1.2,4.365e-07,0.000e+00,1.580e-10,4.366e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_A1_AOI33X0P5H7R_A2_B0_NAND3BBX0P5H7R_Y,1.2,4.351e-07,0.000e+00,1.976e-10,4.353e-07
out_0__reg_p_D_OAOI211X0P5H7R_Y_A0_XNOR2X0P5H7R_A_Y_OAI211X1P4H7R_A1_C0_NOR3X3H7R_Y,1.2,4.325e-07,0.000e+00,1.521e-10,4.327e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_OAOI211X0P5H7R_A1,1.2,4.280e-07,0.000e+00,9.295e-11,4.281e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_SDFF_PN0__Q_R_$_SDFF_PN0__R_D_$_ANDNOT__A_Y_$_OR__B_Y_AOI2BB1X0P5H7R_Y_A1N_AOI211X0P5H7R_Y_B0_NOR3X0P5H7R_Y,1.2,4.185e-07,0.000e+00,6.699e-11,4.186e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_ANDNOT__B_A_$_NOR__B_Y_$_NAND__A_Y_$_NAND__B_Y_OAI31X0P5H7R_Y,1.2,4.092e-07,0.000e+00,9.279e-11,4.093e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_C_AOI21X0P5H7R_A0_Y_OAI21X0P5H7R_B0_A1_AOI31X0P5H7R_Y,1.2,4.068e-07,0.000e+00,9.345e-11,4.069e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C,1.2,3.961e-07,0.000e+00,3.953e-11,3.961e-07
out_5__BUFX5H7R_A,1.2,3.911e-07,0.000e+00,4.206e-10,3.915e-07
out_2__BUFX5H7R_A,1.2,3.904e-07,0.000e+00,4.206e-10,3.908e-07
out_7__BUFX5H7R_A,1.2,3.901e-07,0.000e+00,4.206e-10,3.905e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2,1.2,3.903e-07,0.000e+00,9.279e-11,3.903e-07
out_6__BUFX5H7R_A,1.2,3.899e-07,0.000e+00,4.206e-10,3.903e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_B0_OAI211X1P4H7R_Y_A0_AOI21X0P5H7R_Y_A1_NAND2BX0P5H7R_Y,1.2,3.870e-07,0.000e+00,1.404e-10,3.871e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_Y_A1_OAI2BB1X0P5H7R_Y,1.2,3.803e-07,0.000e+00,1.420e-10,3.805e-07
R[0]_5__XNOR2X4H7R_A_Y_AO31X4H7R_A0_A1_AOI211X2H7R_Y_A1_OAI22X0P5H7R_Y_B1_NOR3X0P5H7R_Y,1.2,3.655e-07,0.000e+00,6.532e-11,3.656e-07
R[2]_2__reg_p_D_NOR2X0P5H7R_Y_B_OAO211X0P5H7R_Y_B0_NAND2X0P5H7R_Y,1.2,3.477e-07,0.000e+00,6.815e-11,3.478e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_A1_OAI21X0P5H7R_Y_B0_AOI21X0P5H7R_A0_Y_AOAI211X1P4H7R_B0_Y_AND2X1P4H7R_B,1.2,3.458e-07,0.000e+00,1.557e-10,3.459e-07
R[0]_0__$_XNOR__A_Y_$_AND__B_Y_$_AND__B_Y_$_NAND__B_Y_$_AND__A_B_$_OR__Y_B_$_DFF_P__Q_D_OAI211X1P4H7R_Y_B0_OAI211X1H7R_Y_B0_NAND2X0P5H7R_Y,1.2,3.442e-07,0.000e+00,6.623e-11,3.442e-07
out_7__reg_p_D_OAOI211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_A_XOR2X0P5H7R_A_B_AOAI211X0P5H7R_Y_A1_NAND2X0P5H7R_Y,1.2,3.431e-07,0.000e+00,6.815e-11,3.432e-07
R[3]_6__NOR2X0P5H7R_A_Y_NOR2X0P5H7R_B,1.2,3.405e-07,0.000e+00,8.396e-11,3.406e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_Y_MUX2X0P5H7R_A_B_OR2X1P4H7R_B,1.2,3.318e-07,0.000e+00,1.901e-10,3.320e-07
R[1]_2__NOR4BX2H7R_C,1.2,3.137e-07,0.000e+00,1.728e-10,3.138e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_A_MUXI2X0P5H7R_Y,1.2,3.019e-07,0.000e+00,2.897e-10,3.022e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1_B0_AOI32X0P5H7R_Y_B0_MUXI2X0P5H7R_Y,1.2,2.998e-07,0.000e+00,2.897e-10,3.001e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_Y_OAI221X4H7R_A1_C0_AOI22X0P5H7R_Y_B0_OAI32X0P5H7R_Y_B1_NAND3BX0P5H7R_Y,1.2,2.975e-07,0.000e+00,1.253e-10,2.976e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_A1_AOI33X0P5H7R_A2_B1_NAND3BX0P5H7R_Y,1.2,2.971e-07,0.000e+00,1.253e-10,2.972e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_C_OR2X0P5H7R_Y,1.2,2.923e-07,0.000e+00,1.590e-10,2.924e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_A1_OAI21X0P5H7R_Y_A1_AND2X1H7R_Y,1.2,2.919e-07,0.000e+00,1.454e-10,2.921e-07
out_4__BUFX3P5H7R_A,1.2,2.904e-07,0.000e+00,3.053e-10,2.907e-07
R[2]_0__NOR4BX1P4H7R_B,1.2,2.888e-07,0.000e+00,1.599e-10,2.889e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_A0_OR2X0P5H7R_Y,1.2,2.872e-07,0.000e+00,1.590e-10,2.873e-07
R[2]_1__NOR3BX1P4H7R_AN,1.2,2.792e-07,0.000e+00,1.693e-10,2.794e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_A1,1.2,2.746e-07,0.000e+00,9.007e-11,2.747e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_OAI21X0P5H7R_A1,1.2,2.736e-07,0.000e+00,8.746e-11,2.737e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_A1_OAI21X0P5H7R_Y_B0_OAI21X0P5H7R_Y,1.2,2.735e-07,0.000e+00,8.746e-11,2.736e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_Y,1.2,2.716e-07,0.000e+00,9.007e-11,2.716e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_A1_OAI32X0P5H7R_Y_B1_NAND2BX0P5H7R_Y_B_OAI21X0P5H7R_Y,1.2,2.706e-07,0.000e+00,8.746e-11,2.707e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_C_AOI21X0P5H7R_A0_Y_OAI21X0P5H7R_B0_Y_AO221X1P4H7R_C0_B0_OAI21X0P5H7R_Y,1.2,2.695e-07,0.000e+00,8.746e-11,2.696e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_A1_OAI21X0P5H7R_Y,1.2,2.694e-07,0.000e+00,8.746e-11,2.695e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_C_AOI21X0P5H7R_A0_Y_OAI21X0P5H7R_B0,1.2,2.693e-07,0.000e+00,8.746e-11,2.694e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y,1.2,2.691e-07,0.000e+00,8.746e-11,2.692e-07
seg1_OAI211X1H7R_Y_A1_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_Y_A1_OAI2BB1X0P5H7R_Y_B0_OAI21X0P5H7R_Y,1.2,2.678e-07,0.000e+00,8.746e-11,2.678e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_A_MUXI2X0P5H7R_Y_S0_OAI2XB1X1P4H7R_B0_A0_AOI21X0P5H7R_Y,1.2,2.669e-07,0.000e+00,9.007e-11,2.670e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B0_OAI211X0P7H7R_Y_C0_AOI21X0P5H7R_Y,1.2,2.660e-07,0.000e+00,9.007e-11,2.661e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_B0_NAND2X0P5H7R_Y_B_AOI21X0P5H7R_Y,1.2,2.660e-07,0.000e+00,9.007e-11,2.661e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_Y_OAI22X1H7R_A1_B1_MUX2X0P5H7R_A_Y_OAI21X0P5H7R_A1,1.2,2.653e-07,0.000e+00,8.746e-11,2.654e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_B1_AOI22X0P5H7R_Y_B0_OA222X1H7R_C1_B0_AOI21X0P5H7R_Y,1.2,2.652e-07,0.000e+00,9.007e-11,2.653e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_B_OAI32X0P5H7R_B1_Y_AOI2BB1X1P4H7R_B0_A1N_OA222X0P7H7R_C0_C1_AOI21X0P5H7R_Y,1.2,2.647e-07,0.000e+00,9.007e-11,2.648e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_C_AOI21X0P5H7R_A0_B0_AOI21X0P5H7R_Y,1.2,2.646e-07,0.000e+00,9.007e-11,2.647e-07
seg1_OAI211X1H7R_Y_A0_OAI2BB1X1P4H7R_Y_B0_AO22X0P7H7R_Y_B1_OAI21X0P5H7R_Y_B0_OAI211X0P7H7R_Y_B0_OR3X1H7R_Y_C_AOI21X0P5H7R_A0,1.2,2.644e-07,0.000e+00,9.007e-11,2.645e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_B0_OA211X0P5H7R_Y_A1_OAI21X0P5H7R_Y_B0_AOI21X0P5H7R_A0,1.2,2.637e-07,0.000e+00,9.007e-11,2.638e-07
seg1_OAI211X1H7R_Y_A1_OAI31X0P5H7R_A2_A1_NAND4X0P5H7R_C_A_OAI22X0P5H7R_B1_A1_MUX2X0P5H7R_B_A_AOI21X0P5H7R_B0,1.2,2.615e-07,0.000e+00,9.007e-11,2.615e-07
R[1]_5__MUX2X0P5H7R_B_Y_OA21X0P7H7R_A1_A0_NOR2X3H7R_Y,1.2,2.553e-07,0.000e+00,1.846e-10,2.555e-07
